cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,0,4,1,,,,,,,,4.6,550.418076899994,555.022799399987,555.0227628299938,0.305188399986946,555.4669577999884,555.4669577999884,m,560.9185013999959,560.9185013999959,47,3.936,1.4341251000005286,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,1,5,2,,,,,,,,3,560.9185013999959,563.9201676999946,563.920195529997,0.2991306999902008,564.361004099992,564.361004099992,n,566.4620295999921,566.4620295999921,13,1.47,0.570915000003879,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,2,6,0,,,,,,,,4.7,566.4620295999921,571.1640241999994,571.1640275299899,0.3062495000049239,571.6131514000008,571.6131514000008,n,575.4610811999883,575.4610811999883,13,2.961,0.805074699994293,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,3,7,3,,,,,,,,3.1,575.4610811999883,578.5604401999881,578.5603949299868,0.3050613999948837,579.0046217999916,579.0046217999916,m,583.7528830999945,583.7528830999945,44,1.601,1.1120774000009988,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
,,,,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,583.7528830999945,626.1910492999887,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,0,0,8,,,,,,,,3,627.1549960999982,630.1572958999895,630.15712603,0.29971970000769943,630.5953864999901,630.5953864999901,n,635.864560099988,635.864560099988,15,3.149,2.0395764999993844,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,1,1,1,,,,,,,,4.5,635.864560099988,640.3666304999933,640.3683815299912,0.30381330000818707,640.815058799999,640.815058799999,n,643.0044706999906,643.0044706999906,13,1.294,0.8420260999992024,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,2,2,0,,,,,,,,3,643.0044706999906,646.0059806999925,646.0061608299904,0.3050929000019096,646.4548469000001,646.4548469000001,n,650.2126215999888,650.2126215999888,11,2.858,0.840299600007711,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,3,3,11,,,,,,,,4.4,650.2126215999888,654.6118391999917,654.6119150299958,0.3000767000048654,655.055952499999,655.055952499999,n,658.7476356999978,658.7476356999978,13,2.83,0.7827870000037365,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,4,4,6,,,,,,,,4.4,658.7476356999978,663.1468784999888,663.1469192299876,0.3050687999930233,663.5913954999996,663.5913954999996,m,666.3031315999979,666.3031315999979,48,1.954,0.679151099990122,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,5,5,4,,,,,,,,3,666.3031315999979,669.3072937999968,669.3074652299867,0.30492799999774434,669.7515522999893,669.7515522999893,n,672.3275757999945,672.3275757999945,15,1.26,1.2506099000020185,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,6,6,10,,,,,,,,4.5,672.3275757999945,676.8294594999898,676.8294977299986,0.3025240999995731,677.274520299994,677.274520299994,m,679.4562191000005,679.4562191000005,50,0.73,1.3751021999923978,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,7,7,2,,,,,,,,4.3,679.4562191000005,683.7609948999889,683.7608835299936,0.30484579999756534,684.2045852999872,684.2045852999872,n,686.2616311999882,686.2616311999882,12,1.385,0.6165680999984033,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,8,8,3,,,,,,,,3.5,686.2616311999882,689.7612785999954,689.7611843299994,0.3069149000075413,690.2130677999958,690.2130677999958,n,695.6610355999874,695.6610355999874,13,3.654,1.709104000008665,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,9,9,7,,,,,,,,3.3,695.6610355999874,698.9640150999912,698.9640105299943,0.30513670000073034,699.410544399987,699.410544399987,m,700.8840376000007,700.8840376000007,50,0.795,0.622396499995375,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,10,10,9,,,,,,,,4.6,700.8840376000007,705.4853613999876,705.4852945299965,0.3051011999923503,705.929427799987,705.929427799987,m,708.0742459999892,708.0742459999892,45,1.474,0.5748046999942744,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,11,11,5,,,,,,,,4.5,708.0742459999892,712.5767975999916,712.5767284299975,0.3052204999985406,713.0232466999878,713.0232466999878,m,715.1229891999974,715.1229891999974,46,1.323,0.7148241999966558,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,0,12,9,,,,,,,,3.2,715.1229891999974,718.3205001999886,718.322574929992,0.3032089000043925,718.7679821999918,718.7679821999918,m,721.3869348000007,721.3869348000007,44,1.858,0.7020251999929314,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,1,13,10,,,,,,,,3.2,721.3869348000007,724.5937751999882,724.592133329995,0.30504669999936596,725.0395018999989,725.0395018999989,m,726.8519825999974,726.8519825999974,47,1.108,0.6270819000055781,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,2,14,2,,,,,,,,3.1,726.8519825999974,729.9537457999977,729.9537950299884,0.30503880001197103,730.3979468999896,730.3979468999896,n,733.7395546999905,733.7395546999905,12,2.621,0.6664290000044275,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,3,15,0,,,,,,,,4,733.7395546999905,737.7392313999881,737.7391291299894,0.305148300001747,738.1835302999971,738.1835302999971,n,741.2824191999971,741.2824191999971,13,2.399,0.6193891000002623,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,4,16,6,,,,,,,,4.1,741.2824191999971,745.3874625999888,745.386214329995,0.30517960000725,745.8336440999992,745.8336440999992,m,748.4233489999897,748.4233489999897,44,1.914,0.6224411000002874,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,5,17,5,,,,,,,,3.4,748.4233489999897,751.8240667999926,751.8241027299985,0.30736109999998007,752.2762040999951,752.2762040999951,m,754.5135063999915,754.5135063999915,46,1.587,0.5767194000072777,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,6,18,3,,,,,,,,3.3,754.5135063999915,757.8179581000004,757.8180823299947,0.3049976000038441,758.2621450999868,758.2621450999868,n,759.7231686999876,759.7231686999876,16,0.774,0.6152578000037465,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,7,19,8,,,,,,,,3.2,759.7231686999876,762.9226112999895,762.9226981299901,0.30506149999564514,763.3692225999985,763.3692225999985,m,765.7466186999955,765.7466186999955,46,1.733,0.5648059000086505,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,8,20,11,,,,,,,,3.7,765.7466186999955,769.4512014999927,769.4513101299992,0.30503059999318793,769.8979836999933,769.8979836999933,n,772.8432049999974,772.8432049999974,11,2.22,0.6526270000031218,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,9,21,7,,,,,,,,3.2,772.8432049999974,776.042700799997,776.0439709300001,0.30358950000663754,776.4866197999945,776.4866197999945,m,780.3043582999962,780.3043582999962,47,3.191,0.5479855000012321,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,10,22,4,,,,,,,,4.8,780.3043582999962,785.1058929999999,785.1059818299866,0.30508890000055544,785.5500004999922,785.5500004999922,n,787.7499143999885,787.7499143999885,13,1.504,0.6372911000071326,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,11,23,1,,,,,,,,5,787.7499143999885,792.7528629000008,792.7531940299989,0.30484729999443516,793.1967423999886,793.1967423999886,n,797.4814901999925,797.4814901999925,12,3.573,0.6499374999984866,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,0,0,0,,,,,,,,3.2,797.4814901999925,800.6840238000004,800.6840840299876,0.30509959999471903,801.1283487999899,801.1283487999899,n,802.516692899997,802.516692899997,10,0.775,0.5399099000060232,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,1,1,1,,,,,,,,3.9,802.516692899997,806.4209066999902,806.420919429994,0.3051978000003146,806.8690231999935,806.8690231999935,m,809.4978618999885,809.4978618999885,48,1.817,0.7342357000015909,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,2,2,2,,,,,,,,3.5,809.4978618999885,812.9980026999983,812.9980455299985,0.30552419999730773,813.4466830999881,813.4466830999881,n,816.8988391999883,816.8988391999883,12,2.831,0.5396924999949988,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,3,3,3,,,,,,,,4.3,816.8988391999883,821.2004528999969,821.2003760299879,0.3006169000000227,821.6463841999939,821.6463841999939,m,825.3339405999868,825.3339405999868,48,1.836,1.795060000004014,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,0,4,3,,,,,,,,4.3,825.3339405999868,829.6392835999868,829.6392089299945,0.30502939999860246,830.083051900001,830.083051900001,m,832.5888186999946,832.5888186999946,46,1.796,0.6414889000006951,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,1,5,0,,,,,,,,3.5,832.5888186999946,836.0911617999955,836.091096729989,0.30539750000752974,836.5374160999927,836.5374160999927,n,840.4532894000004,840.4532894000004,12,3.393,0.45523279999906663,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,2,6,1,,,,,,,,3.9,840.4532894000004,844.3561992999894,844.3562332299946,0.30553719999443274,844.8040103999956,844.8040103999956,m,847.7553353999974,847.7553353999974,45,2.269,0.6031385999958729,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,3,7,2,,,,,,,,4,847.7553353999974,851.7599072999874,851.7597152299888,0.30482460001076106,852.2037525999913,852.2037525999913,n,856.62677789999,856.62677789999,12,1.781,0.605825199992978,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
,,,,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,856.62677789999,904.7589939999889,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,0,0,9,,,,,,,,4.7,906.016930599988,910.7182476999878,910.7182675299875,0.30509100000199396,911.1621311999916,911.1621311999916,n,914.9169363999972,914.9169363999972,14,3.072,0.6141137999948114,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,1,1,5,,,,,,,,3.2,914.9169363999972,918.1217007999949,918.1217826299865,0.30493440000282135,918.5657783999923,918.5657783999923,n,921.0699584999966,921.0699584999966,13,1.884,0.5377621999941766,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,2,2,2,,,,,,,,3.2,921.0699584999966,924.2752461999917,924.2753137299908,0.30500959999335464,924.7210941999947,924.7210941999947,m,926.1670870999951,926.1670870999951,50,0.781,0.5905487999989418,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,3,3,10,,,,,,,,3.6,926.1670870999951,929.7689645999926,929.7688624299947,0.3053564000001643,930.2156225999934,930.2156225999934,n,932.3826134999981,932.3826134999981,13,1.502,0.6082702999992762,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,4,4,7,,,,,,,,3.4,932.3826134999981,935.7834579999908,935.7834460299957,0.30504500000097323,936.2278160999995,936.2278160999995,n,938.0562687999918,938.0562687999918,10,0.707,1.0540502999938326,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,5,5,3,,,,,,,,4.1,938.0562687999918,942.1591972999886,942.159244629994,0.2991336999984924,942.5975600999955,942.5975600999955,m,944.8961341999966,944.8961341999966,44,1.599,0.6293966999946861,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,6,6,8,,,,,,,,4.2,944.8961341999966,949.0975394999987,949.0975611299975,0.3052307000034489,949.5422290999995,949.5422290999995,n,951.2560232999967,951.2560232999967,10,0.697,0.9399029000051087,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,7,7,1,,,,,,,,4.5,951.2560232999967,955.7580764999875,955.7581743299991,0.3049776000116253,956.2048991999909,956.2048991999909,m,959.0052837999974,959.0052837999974,46,1.781,0.9560453000012785,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,8,8,11,,,,,,,,3.2,959.0052837999974,962.2101804999984,962.2102106299892,0.30522259999997914,962.6551291999931,962.6551291999931,m,965.7478813999915,965.7478813999915,47,2.412,0.6152422000013757,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,9,9,4,,,,,,,,3.8,965.7478813999915,969.5517909999908,969.551676129998,0.3057794000051217,970.0001300999866,970.0001300999866,m,972.4756093999895,972.4756093999895,47,1.817,0.6058673999941675,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,10,10,0,,,,,,,,3.6,972.4756093999895,976.0799278999912,976.0800630299957,0.30149700000765733,976.5243990999879,976.5243990999879,m,979.173120499996,979.173120499996,45,1.587,0.9878064000076847,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,11,11,6,,,,,,,,3,979.173120499996,982.1783135999867,982.1783834299888,0.3050673999969149,982.6270375999884,982.6270375999884,n,983.7413528999896,983.7413528999896,10,0.65,0.40460609999718145,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,0,12,5,,,,,,,,3.5,983.7413528999896,987.2409934999887,987.2409516299988,0.3051777999935439,987.6851274999935,987.6851274999935,n,988.9208721999894,988.9208721999894,10,0.656,0.5140796000050614,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,1,13,9,,,,,,,,3.7,988.9208721999894,992.6237379999948,992.6237813299988,0.30485739999858197,993.0678295999969,993.0678295999969,n,995.5519478999922,995.5519478999922,8,1.322,1.082523899996886,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,2,14,2,,,,,,,,3.2,995.5519478999922,998.7563947999879,998.7564242299879,0.30492450000019744,999.200681199989,999.200681199989,m,1003.3501801999955,1003.3501801999955,46,3.247,0.8203985000000102,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,3,15,6,,,,,,,,3.9,1003.3501801999955,1007.2503142999922,1007.2504415299948,0.3049518000043463,1007.6945990999957,1007.6945990999957,n,1010.4286492999963,1010.4286492999963,13,2.079,0.5900383999978658,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,4,16,7,,,,,,,,4.5,1010.4286492999963,1014.932298899992,1014.9321365299868,0.3049390000087442,1015.3762442000007,1015.3762442000007,n,1016.8689321999991,1016.8689321999991,10,0.702,0.7163469000079203,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,5,17,1,,,,,,,,4.2,1016.8689321999991,1021.0717620999931,1021.0719073299872,0.3002641999919433,1021.516175599987,1021.516175599987,m,1023.3553612999967,1023.3553612999967,45,1.212,0.571394099999452,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,6,18,4,,,,,,,,4.6,1023.3553612999967,1027.9545504999987,1027.9547446299869,0.3047359000047436,1028.3983926999936,1028.3983926999936,m,1030.4184701999911,1030.4184701999911,44,1.368,0.593516200009617,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,7,19,3,,,,,,,,3.3,1030.4184701999911,1033.7187223999936,1033.7187685299898,0.301368000000366,1034.1634264999884,1034.1634264999884,m,1035.7093495000008,1035.7093495000008,46,0.988,0.48331109998980537,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
