cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,2,2,10,,,,,,,,3.5,842.5928299,846.0962337,846.0962882,0.3048856,846.5403376,846.5403376,m,0.839673,848.8931516,848.8931516,24,1.448,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,3,3,6,,,,,,,,4.5,848.8931516,853.3959732,853.3960283,0.3047611,853.8399857,853.8399857,m,0.8243016,855.9581338,855.9581338,20,1.227,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,4,4,9,,,,,,,,4.3,855.9581338,860.2576393,860.2576779,0.3050456,860.7017775,860.7017775,m,0.9753065,864.6372865,864.6372865,20,2.895,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,5,5,3,,,,,,,,4.1,864.6372865,868.7381747,868.7383365,0.3024386,869.1838686,869.1838686,n,0.7963839,872.0863265,872.0863265,2,2.046,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,6,6,11,,,,,,,,3.3,872.0863265,875.3913065,875.3913425,0.305136,875.8354534,875.8354534,n,1.5569902,880.3347949,880.3347949,2,2.874,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,7,7,0,,,,,,,,4.2,880.3347949,884.538733,884.5388584,0.3017224,884.9840565,884.9840565,n,0.7664496,890.4842879,890.4842879,0,4.677,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,8,8,5,,,,,,,,3.1,890.4842879,893.5884427,893.5884821,0.3043235,894.032244,894.032244,m,2.0485738,899.6277872,899.6277872,16,3.49,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,9,9,4,,,,,,,,4.1,899.6277872,903.7285503,903.7284999,0.3022074,904.1738288,904.1738288,n,0.7970046,908.1015962,908.1015962,2,3.066,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,10,10,2,,,,,,,,3,908.1015962,911.1046626,911.1047873,0.3055631,911.5518017,911.5518017,n,0.7716331,915.7583638,915.7583638,0,3.381,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,11,11,8,,,,,,,,4.3,915.7583638,920.0635646,920.0635019,0.30498,920.5076471,920.5076471,m,0.7284097,922.9350732,922.9350732,20,1.636,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,0,12,2,,,,,,,,3,922.9350732,925.9391218,925.9391954,0.3049235,926.3904844,926.3904844,n,0.8607176,930.3194917,930.3194917,3,3.018,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,1,13,8,,,,,,,,4,930.3194917,934.3220559,934.322067,0.3056395,934.7708458,934.7708458,m,0.7348721,937.3373857,937.3373857,20,1.77,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,2,14,5,,,,,,,,4.3,937.3373857,941.6428775,941.6427533,0.3000526,942.087148,942.087148,m,0.7189258,945.7316548,945.7316548,27,2.866,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,3,15,9,,,,,,,,4,945.7316548,949.7338506,949.7351841,0.3038108,950.1779513,950.1779513,m,0.88791,952.8458575,952.8458575,27,1.719,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,4,16,10,,,,,,,,3.3,952.8458575,956.1515054,956.1513361,0.3000275,956.5957506,956.5957506,m,0.897432,959.5408479,959.5408479,27,1.985,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,5,17,7,,,,,,,,4.6,959.5408479,964.1468158,964.1454543,0.3047252,964.5893729,964.5893729,m,0.8382902,968.3979929,968.3979929,26,2.907,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,6,18,3,,,,,,,,4.2,968.3979929,972.5977859,972.5977213,0.306386,973.0491532,973.0491532,n,0.7087685,976.8709959,976.8709959,0,3.054,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,7,19,6,,,,,,,,4.7,976.8709959,981.5707313,981.57078,0.305183,982.014947,982.014947,m,0.6709831,985.2319119,985.2319119,24,2.434,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,8,20,1,,,,,,,,4.6,985.2319119,989.8355839,989.8356349,0.3051827,990.283689,990.283689,n,0.8610571,996.4989795,996.4989795,2,5.297,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,9,21,11,,,,,,,,4.8,996.4989795,1001.302528,1001.302548,0.3046595,1001.746703,1001.746703,n,0.6963582,1004.29968,1004.29968,0,1.795,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,10,22,4,,,,,,,,3.2,1004.29968,1007.504281,1007.504311,0.3056589,1007.951082,1007.951082,n,1.1892502,1013.12404,1013.12404,0,3.928,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,11,23,0,,,,,,,,3.1,1013.12404,1016.227682,1016.227708,0.2991978,1016.668608,1016.668608,n,1.3600673,1020.90911,1020.90911,10,2.811,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,0,0,1,,,,,,,,3.3,1020.90911,1024.214642,1024.214817,0.3051384,1024.659327,1024.659327,m,0.7861481,1028.533551,1028.533551,26,3.026,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,1,1,3,,,,,,,,3.3,1028.533551,1031.833675,1031.833651,0.3053134,1032.280457,1032.280457,m,0.7262805,1034.945663,1034.945663,26,1.885,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,2,2,0,,,,,,,,4.8,1034.945663,1039.751232,1039.751469,0.304772,1040.195494,1040.195494,n,0.7810246,1044.632281,1044.632281,2,3.596,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,3,3,2,,,,,,,,3.3,1044.632281,1047.932758,1047.932973,0.2993995,1048.37523,1048.37523,n,0.6769569,1051.009617,1051.009617,0,1.9,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,0,4,1,,,,,,,,4.1,1051.009617,1055.114493,1055.114506,0.3053046,1055.560506,1055.560506,m,0.7613546,1057.962394,1057.962394,23,1.58,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,1,5,3,,,,,,,,4,1057.962394,1061.962132,1061.962201,0.3054032,1062.406643,1062.406643,m,0.7581213,1065.841875,1065.841875,19,2.61,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,2,6,2,,,,,,,,4.6,1065.841875,1070.44251,1070.442576,0.3051233,1070.887321,1070.887321,n,0.7000307,1075.609299,1075.609299,1,3.969,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,3,7,0,,,,,,,,4,1075.609299,1079.611968,1079.610872,0.300696,1080.055039,1080.055039,n,0.7951187,1090.849566,1090.849566,1,7.969,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
,,,,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1090.849566,1122.747147,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,0,0,11,,,,,,,,4.2,43.6626176,47.8661177,47.86568527,0.3054181,48.3107091,48.3107091,m,1.1988257,53.3255274,53.3255274,22,3.745,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,1,1,3,,,,,,,,4.3,53.3255274,57.6309813,57.63088577,0.3050167,58.0752536,58.0752536,m,0.8901645,62.5815557,62.5815557,20,3.553,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,2,2,0,,,,,,,,4.3,62.5815557,66.8823566,66.88215777,0.3015347,67.3267244,67.3267244,m,0.8586627,70.5578784,70.5578784,22,2.322,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,3,3,1,,,,,,,,4.2,70.5578784,74.7583335,74.75812057,0.3049571,75.2020825,75.2020825,m,0.8296507,79.7510687,79.7510687,21,3.659,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,4,4,6,,,,,,,,3.8,79.7510687,83.5514405,83.55161117,0.3011728,83.995437,83.995437,n,0.7502982,88.1261409,88.1261409,0,3.324,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,4.5,88.1261409,92.6281883,92.62796087,0.3052362,93.0724937,93.0724937,n,0.9712682,96.134389,96.134389,0,2.04,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,6,6,2,,,,,,,,4.1,96.134389,100.2402436,100.2400309,0.3051121,100.684405,100.684405,m,0.8374556,104.9900633,104.9900633,21,3.415,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,7,7,10,,,,,,,,4,104.9900633,108.9913188,108.9913212,0.300359,109.4361324,109.4361324,n,0.6267533,117.5891494,117.5891494,2,7.456,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,8,8,7,,,,,,,,4.1,117.5891494,121.694474,121.6944379,0.305287,122.1427229,122.1427229,n,0.8976938,130.0404261,130.0404261,2,6.941,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,9,9,8,,,,,,,,3.9,130.0404261,133.9457281,133.9455767,0.3056156,134.3927695,134.3927695,n,0.9470374,137.776094,137.776094,3,2.378,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,10,10,4,,,,,,,,3.4,137.776094,141.1757662,141.1754941,0.3052574,141.624269,141.624269,m,0.7393752,146.0900763,146.0900763,19,3.664,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,0,11,11,9,,,,,,,,4.7,146.0900763,150.7950813,150.7949647,0.3047394,151.2394177,151.2394177,n,0.707072,155.6968618,155.6968618,0,3.688,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,0,12,4,,,,,,,,4.1,155.6968618,159.7966522,159.7965308,0.3048314,160.2428923,160.2428923,m,0.8715273,163.3841081,163.3841081,14,2.219,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,1,13,6,,,,,,,,4.6,163.3841081,167.9852015,167.984907,0.3063952,168.4362153,168.4362153,n,1.0337764,171.7762999,171.7762999,1,2.253,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,2,14,10,,,,,,,,4,171.7762999,175.7778043,175.7774587,0.3049734,176.2252506,176.2252506,n,1.2146992,179.2757389,179.2757389,0,1.762,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,3,15,1,,,,,,,,5,179.2757389,184.278248,184.27806,0.3050117,184.7224951,184.7224951,m,1.0170177,187.4908828,187.4908828,20,1.69,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,4,16,7,,,,,,,,4,187.4908828,191.4942711,191.4941841,0.3051304,191.9385077,191.9385077,n,0.9233216,194.9067754,194.9067754,0,1.997,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,5,17,2,,,,,,,,4.7,194.9067754,199.6063449,199.6062787,0.3051442,200.050684,200.050684,m,0.8151159,204.8980071,204.8980071,21,3.969,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,6,18,5,,,,,,,,3.1,204.8980071,208.003197,208.0030634,0.3050347,208.4516137,208.4516137,n,0.6188544,212.5229502,212.5229502,2,3.4,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,7,19,11,,,,,,,,3.3,212.5229502,215.8235578,215.8233515,0.2998123,216.2662292,216.2662292,m,0.7281648,221.1250775,221.1250775,15,4.066,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,8,20,8,,,,,,,,4.9,221.1250775,226.026245,226.0260482,0.3051093,226.4704495,226.4704495,n,0.7877843,229.3078313,229.3078313,0,1.982,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,9,21,9,,,,,,,,4.1,229.3078313,233.4091787,233.4089531,0.3049431,233.8535785,233.8535785,n,0.757346,241.8248465,241.8248465,1,7.158,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,10,22,3,,,,,,,,4.8,241.8248465,246.6259876,246.6258105,0.3049956,247.0701386,247.0701386,m,1.163544,250.7271495,250.7271495,20,2.442,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,0,0,0,1,11,23,0,,,,,,,,4.2,250.7271495,254.932588,254.9323453,0.3005358,255.376958,255.376958,m,0.6579567,258.5288851,258.5288851,14,2.428,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,1,1,1,0,0,0,3,,,,,,,,4.5,258.5288851,263.0310943,263.0308498,0.3052478,263.4787573,263.4787573,m,1.1838181,267.2094321,267.2094321,16,2.458,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,1,1,1,0,1,1,1,,,,,,,,3.9,267.2094321,271.1149779,271.1148761,0.3049507,271.5592676,271.5592676,m,1.3117483,275.2655745,275.2655745,15,2.331,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,1,1,1,0,2,2,2,,,,,,,,4.7,275.2655745,279.970884,279.970721,0.2990307,280.4136668,280.4136668,n,0.6320097,283.7544769,283.7544769,0,2.65,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,1,1,1,0,3,3,0,,,,,,,,3.7,283.7544769,287.4581954,287.4577585,0.3048487,287.9056175,287.9056175,n,0.9078661,293.0412958,293.0412958,2,4.164,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,1,1,1,1,0,4,0,,,,,,,,3.3,293.0412958,296.3474041,296.3471951,0.305139,296.7918864,296.7918864,n,0.754237,302.0392651,302.0392651,0,4.435,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,1,1,1,1,1,5,2,,,,,,,,4.1,302.0392651,306.1402378,306.1399262,0.3056613,306.5847005,306.5847005,n,0.7649656,310.4970437,310.4970437,1,3.079,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,1,1,1,1,2,6,3,,,,,,,,3.3,310.4970437,313.8007718,313.8006526,0.3050687,314.2455243,314.2455243,m,0.8128232,318.1360943,318.1360943,20,3.025,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,1,1,1,1,3,7,1,,,,,,,,4.9,318.1360943,323.0382719,323.0381338,0.3051905,323.4823072,323.4823072,m,1.2085045,327.1523761,327.1523761,15,2.399,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,0,0,4,,,,,,,,4.8,327.1523761,331.9562033,331.956698,0.3044585,332.4038932,332.4038932,n,0.6561199,340.4518357,340.4518357,2,7.338,,,,,sub-022,30,60,700,bloc_loopcontinue.csv,2023-06-12_17h35.01.382,PainUncertainty,2022.2.5,143.8586043
