cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,2,2,10,,,,,,,,5,843.1397123,848.1430042,848.1431226,0.3051265,848.5912522,848.5912522,m,0.9305601,851.165982,851.165982,66,1.574,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,3,3,4,,,,,,,,3.7,851.165982,854.8665619,854.8665356,0.3049916,855.3140943,855.3140943,n,0.7901448,858.4588226,858.4588226,7,2.275,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,4,4,5,,,,,,,,4.1,858.4588226,862.5622867,862.562238,0.3017368,863.0075086,863.0075086,m,0.7432732,865.158417,865.158417,62,1.34,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,5,5,2,,,,,,,,3.3,865.158417,868.4581772,868.4580787,0.3054872,868.906933,868.906933,m,0.8865445,871.2177258,871.2177258,59,1.346,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,6,6,7,,,,,,,,3.8,871.2177258,875.0215358,875.0214351,0.2990348,875.4637049,875.4637049,m,0.8105785,877.5814228,877.5814228,62,1.235,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,7,7,1,,,,,,,,4.4,877.5814228,881.9807049,881.9806635,0.301581,882.4257105,882.4257105,n,0.7748776,885.6259322,885.6259322,4,2.345,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,8,8,6,,,,,,,,3,885.6259322,888.627223,888.6272381,0.3050027,889.0717103,889.0717103,m,0.5592586,891.2847421,891.2847421,64,1.587,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,9,9,11,,,,,,,,4.6,891.2847421,895.8849689,895.8851326,0.3064967,896.3366784,896.3366784,n,0.6028063,898.384324,898.384324,2,1.386,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,10,10,3,,,,,,,,4.6,898.384324,902.990017,902.9901204,0.3052165,903.4381983,903.4381983,n,1.0406213,906.4442501,906.4442501,9,1.894,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,11,11,8,,,,,,,,4.1,906.4442501,910.5469616,910.5468208,0.3068505,910.9981807,910.9981807,m,0.9021352,913.4158926,913.4158926,62,1.44,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,0,12,2,,,,,,,,5,913.4158926,918.4160787,918.4158716,0.3047729,918.8597873,918.8597873,n,0.7831239,920.6613756,920.6613756,10,0.948,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,1,13,10,,,,,,,,3.5,920.6613756,924.1663193,924.1675807,0.3042921,924.6149592,924.6149592,m,0.7656886,926.8484928,926.8484928,59,1.353,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,2,14,11,,,,,,,,3.4,926.8484928,930.250417,930.2517878,0.2998354,930.6949303,930.6949303,n,0.6751788,933.7068771,933.7068771,4,2.27,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,3,15,8,,,,,,,,4.8,933.7068771,938.5080009,938.5081056,0.30524,938.9522459,938.9522459,m,0.7241121,944.2295969,944.2295969,61,4.478,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,4,16,3,,,,,,,,3.3,944.2295969,947.5299281,947.5299771,0.3050669,947.9782606,947.9782606,n,0.856183,951.3917291,951.3917291,0,2.497,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,5,17,1,,,,,,,,3,951.3917291,954.3921746,954.3919098,0.3050334,954.841501,954.841501,n,0.7351457,958.3977207,958.3977207,8,2.747,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,6,18,5,,,,,,,,4.7,958.3977207,963.1012476,963.101265,0.299593,963.5405233,963.5405233,m,0.8107861,966.1196898,966.1196898,66,1.712,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,7,19,9,,,,,,,,3.8,966.1196898,969.9219476,969.9219136,0.3011034,970.3658961,970.3658961,m,0.8173636,972.8362897,972.8362897,64,1.589,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,8,20,7,,,,,,,,3.5,972.8362897,976.3391235,976.339042,0.3053004,976.790336,976.790336,m,0.9947772,979.2146246,979.2146246,60,1.373,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,9,21,6,,,,,,,,5,979.2146246,984.2152537,984.2154456,0.3046124,984.6592726,984.6592726,m,0.901948,987.1310343,987.1310343,64,1.489,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,10,22,0,,,,,,,,4.5,987.1310343,991.6328856,991.6329255,0.3014366,992.0778587,992.0778587,n,0.6906437,994.8852628,994.8852628,2,2.06,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,11,23,4,,,,,,,,3.9,994.8852628,998.7862841,998.7862241,0.3049348,999.2321878,999.2321878,n,0.6491692,1002.52847,1002.52847,5,2.574,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,0,0,3,,,,,,,,4.9,1002.52847,1007.432961,1007.432952,0.3051743,1007.877169,1007.877169,m,1.1251767,1010.332869,1010.332869,68,1.253,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,1,1,2,,,,,,,,4.3,1010.332869,1014.635313,1014.63792,0.3028497,1015.080132,1015.080132,n,1.939034,1018.790969,1018.790969,5,1.699,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,2,2,1,,,,,,,,3.8,1018.790969,1022.594742,1022.594936,0.3046488,1023.045962,1023.045962,m,0.7541366,1025.539242,1025.539242,62,1.665,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,3,3,0,,,,,,,,4.7,1025.539242,1030.241593,1030.241574,0.3020714,1030.686033,1030.686033,n,1.7461695,1034.237108,1034.237108,0,1.727,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,0,4,1,,,,,,,,3,1034.237108,1037.242027,1037.242072,0.3050303,1037.686147,1037.686147,m,0.7884624,1040.503998,1040.503998,61,1.969,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,1,5,3,,,,,,,,4.2,1040.503998,1044.708282,1044.70829,0.3051475,1045.15725,1045.15725,None,,1049.748611,1049.748611,63,2.07,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,2,6,0,,,,,,,,3.9,1049.748611,1053.653744,1053.653746,0.3049278,1054.098566,1054.098566,m,0.8821593,1058.094676,1058.094676,17,3.06,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,3,7,2,,,,,,,,3.9,1058.094676,1061.995308,1061.995317,0.3048744,1062.439145,1062.439145,n,1.4677,1067.510874,1067.510874,7,1.575,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
,,,,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1067.510874,1088.018741,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,0,0,8,,,,,,,,4,1090.921743,1094.922495,1094.922566,0.2997858,1095.366865,1095.366865,None,,1099.237179,1099.237179,24,1.365,1097.836411,1097.836411,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,1,1,7,,,,,,,,4,1099.237179,1103.243046,1103.243108,0.3047877,1103.68755,1103.68755,n,0.7144781,1106.176004,1106.176004,0,1.726,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,2,2,9,,,,,,,,3.8,1106.176004,1109.980097,1109.979954,0.304959,1110.424052,1110.424052,n,0.6429993,1112.830803,1112.830803,4,1.685,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,3,3,11,,,,,,,,3.2,1112.830803,1116.029847,1116.029848,0.3050748,1116.478486,1116.478486,m,0.6497795,1118.424715,1118.424715,58,1.241,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,4,4,2,,,,,,,,3,1118.424715,1121.42593,1121.425944,0.3050712,1121.869891,1121.869891,m,0.8076741,1124.804659,1124.804659,65,2.075,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,5,5,0,,,,,,,,4.7,1124.804659,1129.503412,1129.504398,0.3037608,1129.947132,1129.947132,m,0.8583466,1132.943372,1132.943372,61,2.081,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,6,6,1,,,,,,,,4,1132.943372,1136.948362,1136.948339,0.3050564,1137.392432,1137.392432,m,0.7215682,1139.30794,1139.30794,60,1.136,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,7,7,3,,,,,,,,3.1,1139.30794,1142.407829,1142.40769,0.3048555,1142.851526,1142.851526,m,0.8086694,1145.753115,1145.753115,64,2.017,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,8,8,6,,,,,,,,4,1145.753115,1149.75572,1149.757091,0.3037051,1150.199745,1150.199745,n,0.6627406,1153.379561,1153.379561,0,2.457,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,9,9,5,,,,,,,,4.8,1153.379561,1158.180621,1158.180541,0.3048131,1158.628231,1158.628231,n,0.6571819,1161.888243,1161.888243,0,2.521,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,10,10,4,,,,,,,,4,1161.888243,1165.889477,1165.889925,0.3049555,1166.337649,1166.337649,m,0.7848614,1168.876194,1168.876194,60,1.674,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,11,11,10,,,,,,,,4.6,1168.876194,1173.480433,1173.480412,0.2991437,1173.91867,1173.91867,n,0.9633524,1176.758757,1176.758757,1,1.796,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,0,12,0,,,,,,,,5,1176.758757,1181.759208,1181.759193,0.3053075,1182.210553,1182.210553,m,0.7602635,1184.576532,1184.576532,65,1.553,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,1,13,3,,,,,,,,4,1184.576532,1188.579486,1188.579456,0.3001944,1189.024295,1189.024295,m,0.7374197,1190.939263,1190.939263,60,1.123,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,2,14,2,,,,,,,,4.7,1190.939263,1195.643068,1195.64308,0.2994171,1196.081289,1196.081289,m,0.9209798,1198.488775,1198.488775,66,1.415,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,3,15,10,,,,,,,,3.2,1198.488775,1201.692201,1201.692106,0.3005662,1202.138157,1202.138157,n,1.1031489,1205.139178,1205.139178,9,1.824,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,4,16,11,,,,,,,,4.2,1205.139178,1209.338735,1209.338839,0.3053759,1209.787088,1209.787088,m,1.8078734,1215.212285,1215.212285,48,3.549,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,5,17,6,,,,,,,,3.3,1215.212285,1218.513513,1218.513573,0.3051315,1218.957704,1218.957704,n,0.7458396,1221.576357,1221.576357,4,1.818,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,6,18,7,,,,,,,,4.7,1221.576357,1226.278427,1226.278421,0.3051484,1226.722557,1226.722557,n,0.8250641,1229.059681,1229.059681,4,1.461,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,7,19,8,,,,,,,,4.3,1229.059681,1233.362504,1233.362778,0.3047194,1233.809801,1233.809801,n,0.6691831,1236.753134,1236.753134,2,2.219,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,8,20,5,,,,,,,,3.4,1236.753134,1240.156354,1240.156672,0.3039082,1240.603161,1240.603161,n,0.7185886,1243.419844,1243.419844,5,2.046,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,9,21,9,,,,,,,,3.4,1243.419844,1246.822445,1246.822542,0.3020845,1247.267049,1247.267049,n,0.6140702,1250.393158,1250.393158,15,2.443,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,10,22,4,,,,,,,,3.5,1250.393158,1253.892745,1253.892744,0.301744,1254.337407,1254.337407,m,0.6757797,1256.259181,1256.259181,60,1.193,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,11,23,1,,,,,,,,4.3,1256.259181,1260.560556,1260.560538,0.3063323,1261.010147,1261.010147,m,0.9877454,1263.807925,1263.807925,60,1.739,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,0,0,0,2,,,,,,,,3.4,1263.807925,1267.213748,1267.213819,0.300372,1267.658533,1267.658533,n,1.2853016,1270.619491,1270.619491,26,1.596,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,0,1,1,3,,,,,,,,3,1270.619491,1273.624176,1273.624251,0.301441,1274.068778,1274.068778,m,0.8331416,1276.535166,1276.535166,55,1.58,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,0,2,2,1,,,,,,,,4.2,1276.535166,1280.736258,1280.736336,0.305182,1281.187655,1281.187655,n,0.7927812,1284.291041,1284.291041,50,2.242,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,0,3,3,0,,,,,,,,3.1,1284.291041,1287.396728,1287.396787,0.304839,1287.840898,1287.840898,n,0.6927192,1290.399686,1290.399686,2,1.79,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,1,0,4,3,,,,,,,,3.7,1290.399686,1294.09891,1294.098863,0.2995162,1294.53728,1294.53728,m,0.7477045,1296.618689,1296.618689,63,1.274,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,1,1,5,1,,,,,,,,4.8,1296.618689,1301.419259,1301.419301,0.3047184,1301.863332,1301.863332,m,1.0319591,1303.847922,1303.847922,60,0.872,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,1,2,6,2,,,,,,,,4.1,1303.847922,1307.948089,1307.948047,0.3051829,1308.396464,1308.396464,n,0.5751743,1311.106534,1311.106534,0,2.082,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,1,3,7,0,,,,,,,,5,1311.106534,1316.10839,1316.108383,0.3052918,1316.557146,1316.557146,n,0.692013,1319.132676,1319.132676,0,1.816,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,0,0,2,,,,,,,,3.6,1319.132676,1322.734245,1322.734287,0.3052863,1323.178328,1323.178328,n,1.3355732,1326.5537,1326.5537,4,1.958,,,,,sub-021,55,115,700,bloc_loop.csv,2023-06-07_11h14.01.740,PainUncertainty,2022.2.5,143.4226378
