cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,0,0,0,1,1,5,3,,,,,,,,4.3,66.1345497000002,70.43527239999094,70.43507048999454,0.30530239999643527,70.87934119999409,70.87934119999409,m,0.9918575000046985,73.94835099999909,73.94835099999909,73,1.851,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,0,0,0,1,2,6,2,,,,,,,,4,73.94835099999909,77.95020110000041,77.95031799000135,0.2993770000030054,78.39432999999553,78.39432999999553,n,0.506693000002997,80.8005445000017,80.8005445000017,9,1.708,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,0,0,0,1,3,7,0,,,,,,,,4.3,80.8005445000017,85.10350810000091,85.10352628999244,0.3051681000069948,85.54770029999781,85.54770029999781,n,0.5592750000068918,87.76443989999825,87.76443989999825,7,1.447,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,4.6,87.76443989999825,92.36891359998845,92.36906408999785,0.3013509000011254,92.81387169999653,92.81387169999653,n,0.4798453000112204,95.99193379998906,95.99193379998906,4,2.483,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,1,1,6,,,,,,,,3.8,95.99193379998906,99.79276789999858,99.7932194900015,0.30468249999103136,100.23692640000081,100.23692640000081,m,0.8565737000026274,102.62211159999424,102.62211159999424,93,1.324,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,2,2,5,,,,,,,,4.7,102.62211159999424,107.32170190000033,107.32164558999212,0.3047876000055112,107.7660298999981,107.7660298999981,m,0.535044000018388,111.39062069999636,111.39062069999636,81,2.886,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,3,3,10,,,,,,,,5,111.39062069999636,116.3927202999912,116.39264318999922,0.30491669999901205,116.83636950000073,116.83636950000073,m,0.8367050000088057,119.39094430000114,119.39094430000114,88,1.505,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,4,4,1,,,,,,,,4.4,119.39094430000114,123.79562039999291,123.79575808999216,0.30517320000217296,124.24032689999149,124.24032689999149,n,0.9842307000071742,126.90421759999299,126.90421759999299,6,1.481,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,5,5,8,,,,,,,,4,126.90421759999299,130.9076081999956,130.9076496899899,0.3020344999968074,131.3524452999991,131.3524452999991,m,0.7441805000125896,133.82184409999172,133.82184409999172,84,1.504,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,6,6,11,,,,,,,,3,133.82184409999172,136.82508229999803,136.82501618998793,0.3006979999918258,137.26999489999434,137.26999489999434,n,0.47933620000549126,139.93789489999472,139.93789489999472,11,1.991,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,7,7,4,,,,,,,,3.7,139.93789489999472,143.6387776999909,143.63869309,0.299148599995533,144.08107739999832,144.08107739999832,n,0.6185701000067638,146.36168239999097,146.36168239999097,16,1.447,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,8,8,9,,,,,,,,4.7,146.36168239999097,151.06534749999992,151.06353619000146,0.3048311000020476,151.50916499999585,151.50916499999585,m,0.7804752000083681,153.83794159999525,153.83794159999525,78,1.331,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,9,9,2,,,,,,,,4.9,153.83794159999525,158.73736339999596,158.73734188999077,0.3051821000117343,159.18156139999337,159.18156139999337,m,0.8037178000085987,163.02392690000124,163.02392690000124,40,2.817,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,10,10,7,,,,,,,,3.7,163.02392690000124,166.72446739999577,166.72463108998926,0.30073869999614544,167.1688587999961,167.1688587999961,m,0.4412641000089934,169.38107319999835,169.38107319999835,87,1.551,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,0,11,11,3,,,,,,,,4.2,169.38107319999835,173.58638539999083,173.5865378900009,0.305006599999615,174.0308856999909,174.0308856999909,n,0.4483672000205843,175.48141079999914,175.48141079999914,20,0.804,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,0,12,2,,,,,,,,4.1,175.48141079999914,179.58709799998906,179.58713528999505,0.3052114000020083,180.03116969999974,180.03116969999974,n,0.793916700014961,182.15910989999247,182.15910989999247,15,1.123,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,1,13,10,,,,,,,,3.3,182.15910989999247,185.46279119999963,185.4631041899949,0.3049919999903068,185.90725299999758,185.90725299999758,m,0.37929590001294855,188.90129650000017,188.90129650000017,86,2.415,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,2,14,7,,,,,,,,3.8,188.90129650000017,192.70698399998946,192.70699058999452,0.30514229999971576,193.15090149999014,193.15090149999014,m,0.41377390001434833,194.65234529999725,194.65234529999725,95,0.878,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,3,15,4,,,,,,,,3.8,194.65234529999725,198.45745679999527,198.4574601899905,0.30927100000553764,198.90942929999437,198.90942929999437,n,0.5635978000209434,202.97532169999613,202.97532169999613,14,3.276,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,4,16,9,,,,,,,,5,202.97532169999613,207.97956999999587,207.97958058998773,0.30259490000025835,208.42408649998833,208.42408649998833,m,0.4912824000202818,211.21685029999935,211.21685029999935,90,2.095,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,5,17,6,,,,,,,,4.7,211.21685029999935,215.91808769998897,215.91795708999706,0.3040113000024576,216.36241819999123,216.36241819999123,m,0.4556105000083335,219.63514709999436,219.63514709999436,93,2.616,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,6,18,3,,,,,,,,4.8,219.63514709999436,224.4397609000007,224.4397943899923,0.30147419999411795,224.88418880000245,224.88418880000245,n,0.9429366000113077,227.5899223000015,227.5899223000015,19,1.56,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,7,19,11,,,,,,,,3.8,227.5899223000015,231.39207439999154,231.39209889000193,0.30282209999859333,231.8363573999959,231.8363573999959,n,0.6258468000014545,235.38784789999772,235.38784789999772,8,2.677,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,8,20,1,,,,,,,,5,235.38784789999772,240.39304529999208,240.39298169000102,0.29931180000130553,240.8310543999978,240.8310543999978,n,1.6544571000122232,243.30937669999548,243.30937669999548,20,0.623,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,9,21,0,,,,,,,,3.5,243.30937669999548,246.8104114000016,246.81045919000024,0.30504649999784306,247.25461269999505,247.25461269999505,n,0.8732546000101138,248.91788480000105,248.91788480000105,10,0.588,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,10,22,5,,,,,,,,4.9,248.91788480000105,253.81866259999515,253.81863458999868,0.3039454000099795,254.26258679998864,254.26258679998864,m,0.5930529000179376,256.8717289999913,256.8717289999913,54,1.812,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,1,1,1,1,11,23,8,,,,,,,,3.5,256.8717289999913,260.3749817999924,260.3763560899926,0.30344329999934416,260.81889450000017,260.81889450000017,m,0.5029080000094837,262.56040969998867,262.56040969998867,86,1.04,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,2,2,2,0,0,0,3,,,,,,,,4.5,262.56040969998867,267.0629532999883,267.06287248999723,0.2990293000038946,267.50085599999875,267.50085599999875,m,0.5566374000045471,270.80467789999966,270.80467789999966,89,2.517,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,2,2,2,0,1,1,1,,,,,,,,3.7,270.80467789999966,274.5082144999906,274.50830508999496,0.3037910999992164,274.9550473999989,274.9550473999989,m,0.7930668000044534,276.7607777999947,276.7607777999947,90,0.803,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,2,2,2,0,2,2,2,,,,,,,,3,276.7607777999947,279.76581749999605,279.76587508999654,0.305055299992091,280.21022609999636,280.21022609999636,m,2.1479995000117924,283.93265919999976,283.93265919999976,55,1.374,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,2,2,2,0,3,3,0,,,,,,,,4.2,283.93265919999976,288.13485799999034,288.13503169000177,0.30081249999057036,288.5793163999915,288.5793163999915,n,0.43549140001414344,290.81957149998925,290.81957149998925,7,1.595,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,2,2,2,1,0,4,1,,,,,,,,4.6,290.81957149998925,295.4208224999893,295.4207027899931,0.30586480000056326,295.86794309999095,295.86794309999095,m,0.42878940000082366,297.62243930000113,297.62243930000113,82,1.122,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,2,2,2,1,1,5,2,,,,,,,,4.2,297.62243930000113,301.82439599999634,301.8245141899926,0.30087079999793787,302.26838080000016,302.26838080000016,n,0.6984255000133999,305.22765439999057,305.22765439999057,8,2.039,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,2,2,2,1,2,6,0,,,,,,,,5,305.22765439999057,310.2277916000021,310.2277961899919,0.29987610000534914,310.6722837999987,310.6722837999987,n,0.8019007000111742,315.67531189999136,315.67531189999136,13,3.997,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,2,2,2,1,3,7,3,,,,,,,,5,315.67531189999136,320.68030039999576,320.68039438999693,0.30516390000411775,321.12453789998835,321.12453789998835,m,0.580117200006498,325.5406673999969,325.5406673999969,86,1.805,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,0,0,2,,,,,,,,4.9,351.5697688999935,356.47000989998924,356.4698807899942,0.29991790000349283,356.91419389999646,356.91419389999646,m,0.49353240001073573,359.68540199998824,359.68540199998824,90,2.066,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,1,1,10,,,,,,,,4.6,359.68540199998824,364.2899163999973,364.2899018900018,0.30384770000819117,364.7342567000014,364.7342567000014,n,0.46272660000249743,367.38533579999057,367.38533579999057,7,1.962,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,2,2,6,,,,,,,,3.9,367.38533579999057,371.29122169999755,371.2911024899906,0.3048106999922311,371.73478969999996,371.73478969999996,n,0.4955770000087796,373.7766444000008,373.7766444000008,5,1.331,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,3,3,0,,,,,,,,4.3,373.7766444000008,378.07648619999236,378.07640248999377,0.3046260999981314,378.5205983999913,378.5205983999913,m,0.9102769000164699,382.00232709999545,382.00232709999545,49,2.364,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,4,4,3,,,,,,,,3,382.00232709999545,385.0077050999971,385.00790018999686,0.30571499999496154,385.4525882000016,385.4525882000016,m,0.8142845000111265,388.7931271999987,388.7931271999987,72,2.302,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,5,5,1,,,,,,,,4.1,388.7931271999987,392.8975538999948,392.8976850899882,0.3046357999992324,393.3416376999958,393.3416376999958,m,0.5010438000026625,395.3400404999993,395.3400404999993,69,1.296,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,6,6,7,,,,,,,,4.5,395.3400404999993,399.8437422999996,399.84316349,0.30499950000375975,400.29060519998893,400.29060519998893,n,0.7470460000185994,403.5829095999943,403.5829095999943,9,2.324,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,7,7,9,,,,,,,,3.1,403.5829095999943,406.6842242999992,406.6844703899944,0.3045241000072565,407.1281070999976,407.1281070999976,n,0.5393105000111973,410.72638729999017,410.72638729999017,7,2.838,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,8,8,4,,,,,,,,5,410.72638729999017,415.72646389999136,415.7266383899943,0.3049765000032494,416.1706329000008,416.1706329000008,m,1.361791200004518,419.04645699998946,419.04645699998946,80,1.31,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,9,9,11,,,,,,,,3,419.04645699998946,422.0466968999972,422.04667099000216,0.30517340000369586,422.49105789999885,422.49105789999885,m,0.7977180000161752,424.65544599998975,424.65544599998975,85,1.157,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,10,10,8,,,,,,,,3,424.65544599998975,427.65910160000203,427.6591348899921,0.30797969999548513,428.11039589998836,428.11039589998836,n,1.1643443000066327,431.5242552999989,431.5242552999989,14,2.033,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,0,11,11,5,,,,,,,,3.1,431.5242552999989,434.6250280999957,434.6249668899938,0.30517649999819696,435.07231319999846,435.07231319999846,n,0.5070415000081994,437.46670079999603,437.46670079999603,4,1.686,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,0,12,2,,,,,,,,4.8,437.46670079999603,442.2716696999996,442.2716610899908,0.3014547000057064,442.7160212000017,442.7160212000017,m,0.7486825000087265,445.7583040999889,445.7583040999889,85,2.081,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,1,13,4,,,,,,,,4.8,445.7583040999889,450.56421820000105,450.5642571899909,0.3047202000016114,451.00814340000215,451.00814340000215,m,0.4463675000151852,453.6002926999936,453.6002926999936,86,1.919,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,2,14,6,,,,,,,,3.5,453.6002926999936,457.0996177999914,457.0996392899935,0.3058107000106247,457.5444375999941,457.5444375999941,n,0.4848774000129197,460.74163989999215,460.74163989999215,9,2.497,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,3,15,10,,,,,,,,4.2,460.74163989999215,464.9410850999993,464.9414400899943,0.3037647000019206,465.38838530000066,465.38838530000066,n,0.5998298000195064,468.551761499999,468.551761499999,4,2.345,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,4,16,7,,,,,,,,3.7,468.551761499999,472.25454409999656,472.2547609899877,0.299017700002878,472.69258229999105,472.69258229999105,n,0.6357080000161659,476.4620350999903,476.4620350999903,9,2.909,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,5,17,3,,,,,,,,3.6,476.4620350999903,480.0675226000021,480.06772329000086,0.3044023999973433,480.51173030000064,480.51173030000064,m,0.5065292000217596,484.3359621999989,484.3359621999989,85,3.109,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,6,18,0,,,,,,,,4.3,484.3359621999989,488.63829319999786,488.6383315899977,0.30397499998798594,489.0824203999946,489.0824203999946,m,0.8023859000095399,493.5372917999921,493.5372917999921,84,3.428,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,7,19,5,,,,,,,,3.8,493.5372917999921,497.340509799993,497.34029088999813,0.30603819999669213,497.78948890000174,497.78948890000174,n,0.7645969000150217,500.18175489999703,500.18175489999703,2,1.415,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,8,20,8,,,,,,,,3,500.18175489999703,503.1814519999898,503.1814900900019,0.29905329999746755,503.62011629999324,503.62011629999324,n,0.5775321000110125,506.10714279999956,506.10714279999956,7,1.713,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,9,21,9,,,,,,,,3,506.10714279999956,509.11259849999624,509.1126282899888,0.3052428999944823,509.5568185000011,509.5568185000011,n,0.5359939000045415,511.49172330000147,511.49172330000147,10,1.179,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,10,22,1,,,,,,,,4.8,511.49172330000147,516.294473499991,516.2945578899919,0.3053437000053236,516.7423604999931,516.7423604999931,m,0.5332782000186853,518.7765049000009,518.7765049000009,83,1.282,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
