cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.stopped,Choice.stopped,choice_pain.keys,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,1,5,1,,,,,,,,4.4,815.0046794,819.4044383,819.4045561099997,0.30491510000001654,819.8488914999998,819.8488914999998,,,m,822.4210444999999,822.4210444999999,73,1.921,0.5938188000000082,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,2,6,3,,,,,,,,4.6,822.4210444999999,827.0234631999997,827.0234996099998,0.3020369999999275,827.4682722999996,827.4682722999996,,,m,830.0957108999996,830.0957108999996,73,1.444,1.1097951000001558,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,3,7,0,,,,,,,,3.5,830.0957108999996,833.6005861999997,833.6004606099996,0.30555169999979626,834.0490953999997,834.0490953999997,,,n,839.3124347999997,839.3124347999997,23,2.593,0.6382840000001124,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
,,,,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,839.3124347999997,865.0416842999998,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,0,0,3,,,,,,,,3,866.8330020999997,869.8340162999998,869.8340905099999,0.30538830000023154,870.2784511999998,870.2784511999998,,,n,873.4987375999999,873.4987375999999,23,2.338,0.8036069000004318,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,1,1,9,,,,,,,,3.9,873.4987375999999,877.4043779999997,877.4043825099998,0.30100169999968784,877.8492031999999,877.8492031999999,,,m,879.8919947999998,879.8919947999998,73,1.373,0.6019408000001931,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,2,2,1,,,,,,,,4.2,879.8919947999998,884.0926706,884.0927579099998,0.3049983999999313,884.5424426999998,884.5424426999998,,,n,889.0517362999999,889.0517362999999,27,3.859,0.5980589000000691,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,3,3,2,,,,,,,,4.1,889.0517362999999,893.1562882999997,893.1564270099998,0.30498149999993984,893.6003735999998,893.6003735999998,,,n,895.8450673999996,895.8450673999996,24,1.386,0.7980072000004839,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,4,4,0,,,,,,,,4.7,895.8450673999996,900.5461639999999,900.5460815099996,0.3053653000001759,900.9902484999998,900.9902484999998,,,n,904.5274855999996,904.5274855999996,24,2.671,0.7901563999998871,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,5,5,8,,,,,,,,3.4,904.5274855999996,907.9309000999997,907.9293315099999,0.3052219999999579,908.3766044999998,908.3766044999998,,,m,912.0878869999997,912.0878869999997,71,2.44,1.1536801000002015,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,6,6,11,,,,,,,,4.2,912.0878869999997,916.2910594,916.2910924099997,0.30519490000006044,916.7352997999997,916.7352997999997,,,n,921.3434116999997,921.3434116999997,23,3.234,1.304085400000531,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,7,7,7,,,,,,,,3,921.3434116999997,924.3476719,924.3476765099999,0.3050242999997863,924.7919862999997,924.7919862999997,,,m,927.4981653999998,927.4981653999998,71,1.913,0.719055600000047,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,8,8,4,,,,,,,,3.3,927.4981653999998,930.7998233999997,930.8002828099998,0.30432740000014746,931.2442040999999,931.2442040999999,,,n,933.3478345999997,933.3478345999997,24,1.392,0.6338825000002544,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,9,9,6,,,,,,,,5,933.3478345999997,938.3497112,938.3499100099998,0.30518050000000585,938.7986277,938.7986277,,,m,942.3469406999998,942.3469406999998,72,2.789,0.6977553000001535,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,10,10,5,,,,,,,,5,942.3469406999998,947.3505077,947.35061361,0.30487349999975777,947.7985819,947.7985819,,,m,952.7542228999996,952.7542228999996,72,3.747,1.14565950000042,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,11,11,10,,,,,,,,3.1,952.7542228999996,955.8582609,955.8583250099996,0.30511550000028365,956.3024636,956.3024636,,,m,958.8122343999999,958.8122343999999,72,1.413,1.0397678000003907,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,0,12,6,,,,,,,,4.3,958.8122343999999,963.1160562999999,963.11612191,0.2993765000001076,963.558513,963.558513,,,m,966.6626532,966.6626532,74,2.304,0.739759900000081,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,1,13,5,,,,,,,,4.7,966.6626532,971.3674265,971.3674211099997,0.30525189999980284,971.8149602999997,971.8149602999997,,,m,974.4956534999997,974.4956534999997,72,1.886,0.7278040000001056,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,2,14,8,,,,,,,,4.4,974.4956534999997,978.8957499999997,978.8956369099997,0.30545670000037717,979.3398921999997,979.3398921999997,,,m,983.9434375999999,983.9434375999999,73,3.464,1.0678601999998136,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,3,15,0,,,,,,,,3.9,983.9434375999999,987.8485526999998,987.8484405099998,0.3050514999999905,988.2951270999997,988.2951270999997,,,n,991.4901867999997,991.4901867999997,24,2.406,0.709153800000422,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,4,16,9,,,,,,,,4.7,991.4901867999997,996.1894021999997,996.1895627099998,0.3048223999999209,996.6336087,996.6336087,,,m,1003.5263900999998,1003.5263900999998,72,5.579,1.2302572000003238,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,5,17,4,,,,,,,,3.5,1003.5263900999998,1007.0309948999998,1007.0310971099998,0.29938080000010814,1007.469615,1007.469615,,,n,1010.8469958999999,1010.8469958999999,24,2.441,0.884327900000244,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,6,18,2,,,,,,,,4.3,1010.8469958999999,1015.1500312999997,1015.1501618099996,0.3050666999997702,1015.6015181999996,1015.6015181999996,,,n,1019.4643432999997,1019.4643432999997,23,3.178,0.6274149999999281,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,7,19,1,,,,,,,,4.9,1019.4643432999997,1024.3664458999997,1024.36643491,0.30510169999979553,1024.8106380999998,1024.8106380999998,,,n,1028.6072673999997,1028.6072673999997,22,3.039,0.7049186999997801,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,8,20,3,,,,,,,,4.3,1028.6072673999997,1032.9096783999998,1032.9095619099999,0.3051895000003242,1033.3555548999998,1033.3555548999998,,,n,1036.9519065999998,1036.9519065999998,23,2.915,0.620064000000184,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,9,21,11,,,,,,,,3.8,1036.9519065999998,1040.7577517,1040.75759961,0.30519209999965824,1041.2055326999998,1041.2055326999998,,,n,1043.7628797999996,1043.7628797999996,25,1.252,1.222743199999968,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,10,22,10,,,,,,,,4.2,1043.7628797999996,1047.9671945,1047.9672072099997,0.30488439999999173,1048.4158685999996,1048.4158685999996,,,m,1052.0903595999998,1052.0903595999998,72,2.947,0.6663109000000986,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,1,11,23,7,,,,,,,,4.3,1052.0903595999998,1056.3911325,1056.3912512099996,0.3048732000002019,1056.835173,1056.835173,,,m,1059.8452009999996,1059.8452009999996,71,2.258,0.664933800000199,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,0,0,2,,,,,,,,3.9,1059.8452009999996,1063.7461018,1063.7461881099998,0.30500149999988935,1064.1902433999999,1064.1902433999999,,,n,1066.0324719999999,1066.0324719999999,22,1.115,0.6497584000003371,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,1,1,3,,,,,,,,3.7,1066.0324719999999,1069.7329172,1069.7329344099999,0.30196450000039476,1070.1777121999999,1070.1777121999999,,,m,1073.7857433,1073.7857433,72,2.948,0.577530200000183,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,2,2,0,,,,,,,,3.4,1073.7857433,1077.1851118,1077.1850906099999,0.30534239999997226,1077.6293223999996,1077.6293223999996,,,n,1079.5867187,1079.5867187,23,1.276,0.6138888000000406,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,0,3,3,1,,,,,,,,4.1,1079.5867187,1083.6863347999997,1083.68622551,0.3052044000000933,1084.1345530999997,1084.1345530999997,,,m,1087.8831166,1087.8831166,70,2.122,1.563971400000355,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,0,4,3,,,,,,,,4.7,1087.8831166,1092.5827957000001,1092.5829153099999,0.29914129999997385,1093.0235771999996,1093.0235771999996,,,m,1097.6663620999998,1097.6663620999998,73,3.15,1.4322591000000102,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,1,5,1,,,,,,,,4.5,1097.6663620999998,1102.1675967,1102.1675297099996,0.30496190000030765,1102.6114214,1102.6114214,,,m,1105.7880852999997,1105.7880852999997,73,2.42,0.6852639999997336,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,2,6,0,,,,,,,,4.9,1105.7880852999997,1110.6894309,1110.68947531,0.30508499999996275,1111.1334394999994,1111.1334394999994,,,n,1114.9643381999995,1114.9643381999995,24,3.137,0.6420428000001266,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,1,3,7,2,,,,,,,,3.7,1114.9643381999995,1118.6695613000002,1118.6695640100002,0.30516700000043784,1119.1161525999996,1119.1161525999996,,,n,1124.8281998000002,1124.8281998000002,24,3.074,0.6056422999999995,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
,,,,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1124.8281998000002,1157.3751708999998,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,0,0,9,,,,,,,,4.2,1158.5114524,1162.7161986,1162.7162852099996,0.3050392999994074,1163.1604492999995,1163.1604492999995,,,n,1165.0308135999994,1165.0308135999994,24,1.254,0.5560589000006075,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,1,1,5,,,,,,,,4.5,1165.0308135999994,1169.5363854999996,1169.5364938099997,0.2990407999996023,1169.9771200999994,1169.9771200999994,,,n,1174.6725608999996,1174.6725608999996,22,4.068,0.5495088000006945,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,2,2,0,,,,,,,,4.5,1174.6725608999996,1179.1764031000002,1179.1763761099996,0.3052594000000681,1179.6208568000002,1179.6208568000002,,,m,1184.0235887,1184.0235887,73,3.067,1.2755326999995305,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,3,3,4,,,,,,,,4.7,1184.0235887,1188.7267611999996,1188.7267927099997,0.30436269999972865,1189.1703614999997,1189.1703614999997,,,m,1192.9282654999997,1192.9282654999997,71,2.552,1.1290783000004012,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,4,4,7,,,,,,,,4.5,1192.9282654999997,1197.4286284,1197.4286295099996,0.3050553000002765,1197.8727232,1197.8727232,,,n,1199.7707603999997,1199.7707603999997,25,1.198,0.6192009000005783,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,5,5,11,,,,,,,,3.3,1199.7707603999997,1203.0753878999994,1203.0755982099995,0.3046274000007543,1203.5193282999999,1203.5193282999999,,,m,1206.5175147,1206.5175147,71,2.275,0.6646742000002632,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,6,6,1,,,,,,,,3.2,1206.5175147,1209.7216209999997,1209.7223107099994,0.30469260000063514,1210.1658986000002,1210.1658986000002,,,m,1212.1585782000002,1212.1585782000002,70,1.356,0.5608327999998437,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,7,7,10,,,,,,,,3.3,1212.1585782000002,1215.4584319999994,1215.45856701,0.3052122999997664,1215.9068073999997,1215.9068073999997,,,n,1219.8470792999997,1219.8470792999997,23,3.351,0.5319306000001234,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,8,8,8,,,,,,,,3.2,1219.8470792999997,1223.0495487999997,1223.04969931,0.305008700000144,1223.4936992000003,1223.4936992000003,,,n,1227.0114498000003,1227.0114498000003,23,2.858,0.5815813000008347,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,9,9,2,,,,,,,,4.9,1227.0114498000003,1231.9119604999996,1231.9121605099995,0.30467510000016773,1232.3559236,1232.3559236,,,m,1234.5388388000001,1234.5388388000001,71,1.393,0.7274696000004042,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,10,10,3,,,,,,,,3.4,1234.5388388000001,1237.9401823999997,1237.94030101,0.3046664999992572,1238.3843822999997,1238.3843822999997,,,m,1242.8041655999996,1242.8041655999996,72,3.768,0.5796883000002708,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,0,11,11,6,,,,,,,,4.7,1242.8041655999996,1247.5043906,1247.5041173099994,0.3004649000004065,1247.9498107999998,1247.9498107999998,,,n,1251.4214614000002,1251.4214614000002,25,2.753,0.644151100000272,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,0,12,2,,,,,,,,4.2,1251.4214614000002,1255.6232591999997,1255.6232791099997,0.3012889000001451,1256.0688363,1256.0688363,,,m,1259.7481073,1259.7481073,71,2.956,0.6667366000001493,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,1,13,1,,,,,,,,4,1259.7481073,1263.7489482,1263.74894721,0.3050388000001476,1264.1934798000002,1264.1934798000002,,,m,1269.0691670999995,1269.0691670999995,73,3.866,0.945920400000432,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,2,14,0,,,,,,,,3.8,1269.0691670999995,1272.8702563999996,1272.8684223099995,0.30528029999913997,1273.3158463,1273.3158463,,,m,1278.0688025,1278.0688025,70,3.518,1.1592709000005925,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,3,15,9,,,,,,,,3.9,1278.0688025,1281.9731812,1281.97323981,0.305145000000266,1282.4174934000002,1282.4174934000002,,,n,1284.8302257999994,1284.8302257999994,22,1.733,0.6293267999999443,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,4,16,5,,,,,,,,4.7,1284.8302257999994,1289.5296405,1289.5296311099996,0.3051614000005429,1289.9741556999998,1289.9741556999998,,,n,1293.5109204,1293.5109204,21,2.747,0.7182747000006202,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,5,17,4,,,,,,,,4.8,1293.5109204,1298.3154118000002,1298.3154723100001,0.3050062000002072,1298.7595123,1298.7595123,,,m,1302.5432724000002,1302.5432724000002,71,2.261,1.4580094000002646,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,6,18,7,,,,,,,,3.6,1302.5432724000002,1306.1433686,1306.14339891,0.30450590000054945,1306.5874382000002,1306.5874382000002,,,n,1309.7215251999996,1309.7215251999996,21,2.352,0.7126649000001635,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,7,19,3,,,,,,,,4.5,1309.7215251999996,1314.2269221999995,1314.2272001099996,0.3048789000004035,1314.6712105999995,1314.6712105999995,1317.1400893,1317.1400893,None,1319.6807214,1319.6807214,69,2.491,,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,8,20,8,,,,,,,,4.6,1319.6807214,1324.2836799999995,1324.2837392099996,0.3051348999997572,1324.7278711999998,1324.7278711999998,,,n,1327.9454717999997,1327.9454717999997,23,2.56,0.5838896999994176,,,sub-045,45,80,700,bloc_loop.csv,2023-09-12_08h51.34.072,PainUncertainty,2022.2.5,143.1467081979757,
