cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,4.6,74.4252353,79.0260059,79.02576722,0.3049063,79.4701714,79.4701714,n,1.3546227,84.9720778,84.9720778,23,4.079,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,4,4,9,,,,,,,,3.6,84.9720778,88.5759634,88.57549922,0.305313,89.0202432,89.0202432,m,1.2758178,93.8873716,93.8873716,53,3.538,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,5,5,6,,,,,,,,4.6,93.8873716,98.4866072,98.48637732,0.3050485,98.9308235,98.9308235,m,1.1099125,102.2112475,102.2112475,53,2.119,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,6,6,10,,,,,,,,3.3,102.2112475,105.5153999,105.5150345,0.3011101,105.9600737,105.9600737,m,1.3775291,109.370246,109.370246,55,1.961,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,7,7,11,,,,,,,,3.5,109.370246,112.8704829,112.8702908,0.3050424,113.3146314,113.3146314,n,1.5559541,117.215627,117.215627,27,2.288,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,8,8,0,,,,,,,,4.3,117.215627,121.5171517,121.5169514,0.3047548,121.961397,121.961397,n,1.1757846,127.3466579,127.3466579,21,4.148,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,9,9,2,,,,,,,,4.3,127.3466579,131.6504549,131.650124,0.3053557,132.0990879,132.0990879,n,1.2511484,136.2643277,136.2643277,18,2.838,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,10,10,8,,,,,,,,4.9,136.2643277,141.1654363,141.165203,0.3050541,141.6098381,141.6098381,m,1.220992,145.0050662,145.0050662,50,2.094,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,0,11,11,1,,,,,,,,5,145.0050662,150.0068894,150.0065447,0.3047782,150.4513352,150.4513352,n,1.2049693,153.6176995,153.6176995,14,1.9,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,0,12,4,,,,,,,,3.4,153.6176995,157.0218656,157.0215,0.3070427,157.4732299,157.4732299,n,1.5873043,161.5278408,161.5278408,14,2.393,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,1,13,6,,,,,,,,3.8,161.5278408,165.3284612,165.3281674,0.3050812,165.7763537,165.7763537,m,1.0136759,170.2205676,170.2205676,49,3.358,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,2,14,2,,,,,,,,4.6,170.2205676,174.8222361,174.8220634,0.3050011,175.2668747,175.2668747,n,1.2540143,178.2581706,178.2581706,18,1.663,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,3,15,8,,,,,,,,3.7,178.2581706,181.9619986,181.9617228,0.3052629,182.4062611,182.4062611,m,1.2703678,186.8552228,186.8552228,52,3.108,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,4,16,0,,,,,,,,4.8,186.8552228,191.6577376,191.6573233,0.3051776,192.1018384,192.1018384,n,1.3352551,195.8014722,195.8014722,19,2.303,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,5,17,1,,,,,,,,3.5,195.8014722,199.3048362,199.3046411,0.3003541,199.7493358,199.7493358,n,0.8973498,205.1513018,205.1513018,17,4.427,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,6,18,7,,,,,,,,4.1,205.1513018,209.2569163,209.2566416,0.3054508,209.7014089,209.7014089,m,1.257259,213.6995703,213.6995703,50,2.663,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,7,19,3,,,,,,,,3.1,213.6995703,216.799613,216.7994265,0.3053401,217.2443554,217.2443554,n,1.2661702,222.7122474,222.7122474,20,4.13,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,8,20,10,,,,,,,,3.9,222.7122474,226.6132721,226.6130447,0.3049316,227.0574253,227.0574253,m,1.2034678,231.3067143,231.3067143,56,2.991,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,9,21,9,,,,,,,,3.4,231.3067143,234.7117042,234.7117613,0.3051958,235.158226,235.158226,m,0.9092095,239.5377358,239.5377358,57,3.385,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,10,22,11,,,,,,,,4.8,239.5377358,244.3377445,244.3372521,0.3051879,244.7817217,244.7817217,n,0.8423245,249.1408408,249.1408408,20,3.435,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,0,0,0,1,11,23,5,,,,,,,,3.6,249.1408408,252.7413684,252.7412095,0.305211,253.1858069,253.1858069,m,1.246805,258.2662967,258.2662967,53,3.748,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,0,0,0,,,,,,,,3.8,258.2662967,262.0690489,262.068709,0.3055323,262.5170913,262.5170913,n,1.2657066,267.7562777,267.7562777,18,3.907,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,1,1,3,,,,,,,,3.3,267.7562777,271.056252,271.0560091,0.3049654,271.5003762,271.5003762,m,0.8450429,275.2502421,275.2502421,53,2.83,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,2,2,2,,,,,,,,4,275.2502421,279.251873,279.2515319,0.3051052,279.6982384,279.6982384,n,0.9894928,283.7049662,283.7049662,17,2.949,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,3,3,1,,,,,,,,3.1,283.7049662,286.8085201,286.8083064,0.3049925,287.2548133,287.2548133,m,0.7281748,292.4762474,292.4762474,53,4.427,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,0,4,1,,,,,,,,3,292.4762474,295.4776681,295.4756749,0.3052345,295.9200153,295.9200153,m,2.275896,299.8594802,299.8594802,45,1.58,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,1,5,2,,,,,,,,4.6,299.8594802,304.4629801,304.4628074,0.2991548,304.9015936,304.9015936,n,0.8967367,307.7672356,307.7672356,18,1.908,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,2,6,0,,,,,,,,4.3,307.7672356,312.0680494,312.0677067,0.3051982,312.5123857,312.5123857,n,0.8058588,315.0726735,315.0726735,22,1.677,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,3,7,3,,,,,,,,4.8,315.0726735,319.8744923,319.874354,0.3048708,320.3187049,320.3187049,m,1.0636214,325.4621702,325.4621702,52,2.053,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
,,,,bloc_4,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,325.4621702,386.2302307,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,0,0,3,,,,,,,,4.7,387.2486277,391.9531323,391.9529417,0.3047364,392.39704,392.39704,m,1.5427262,395.9551439,395.9551439,50,1.969,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,1,1,1,,,,,,,,3.7,395.9551439,399.655174,399.6548235,0.3050788,400.0998465,400.0998465,m,0.8846793,402.6215477,402.6215477,53,1.551,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,2,2,8,,,,,,,,4.7,402.6215477,407.3230083,407.3227017,0.2991967,407.7655818,407.7655818,n,1.394831,412.462519,412.462519,25,3.225,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,3,3,0,,,,,,,,3.8,412.462519,416.2682801,416.267975,0.3048243,416.7123868,416.7123868,m,1.7087786,422.240874,422.240874,54,3.769,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,4,4,2,,,,,,,,4.2,422.240874,426.4437047,426.4432305,0.3023879,426.8888444,426.8888444,m,1.0380567,431.0785191,431.0785191,59,3.079,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,5,5,9,,,,,,,,3.6,431.0785191,434.6806123,434.6803589,0.3052052,435.1293909,435.1293909,n,0.843426,439.3867164,439.3867164,23,3.351,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,6,6,5,,,,,,,,4.7,439.3867164,444.0910916,444.0908076,0.305378,444.5356708,444.5356708,n,1.2548562,447.5994516,447.5994516,26,1.755,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,7,7,7,,,,,,,,3.3,447.5994516,450.9045727,450.9041923,0.3050215,451.3486853,451.3486853,n,0.8916709,453.6238592,453.6238592,20,1.324,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,8,8,10,,,,,,,,4.5,453.6238592,458.1276337,458.1275231,0.30523,458.5770963,458.5770963,n,1.1322189,461.1196304,461.1196304,26,1.344,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,9,9,11,,,,,,,,5,461.1196304,466.1217134,466.1214269,0.3061354,466.5694624,466.5694624,m,1.2387078,470.8975634,470.8975634,56,3.039,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,10,10,4,,,,,,,,4.7,470.8975634,475.6019979,475.6017541,0.3048907,476.0464799,476.0464799,m,1.4918211,480.1339571,480.1339571,54,2.524,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,0,11,11,6,,,,,,,,5,480.1339571,485.1378999,485.1376295,0.3054889,485.58488,485.58488,n,0.9336764,489.385888,489.385888,32,2.802,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,0,12,7,,,,,,,,4.8,489.385888,494.1879166,494.187609,0.3052229,494.6356165,494.6356165,m,1.1913939,497.4086248,497.4086248,39,1.511,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,1,13,9,,,,,,,,5,497.4086248,502.4107334,502.4103761,0.3052688,502.854863,502.854863,m,2.4382586,507.2038453,507.2038453,37,1.844,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,2,14,1,,,,,,,,4.6,507.2038453,511.8077534,511.8074261,0.3050039,512.2518956,512.2518956,m,0.9004409,515.5604532,515.5604532,58,2.33,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,3,15,6,,,,,,,,3.2,515.5604532,518.7603944,518.7602089,0.3047007,519.2041611,519.2041611,n,0.8852088,522.8965086,522.8965086,35,2.724,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,4,16,0,,,,,,,,4.6,522.8965086,527.497392,527.497318,0.3046626,527.9413183,527.9413183,m,1.4079296,531.7456036,531.7456036,56,2.338,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,5,17,2,,,,,,,,4.2,531.7456036,535.9495331,535.9494317,0.3047784,536.394092,536.394092,m,1.1070493,539.1922274,539.1922274,62,1.629,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,6,18,3,,,,,,,,4.5,539.1922274,543.6936179,543.6933187,0.2997887,544.1384913,544.1384913,m,0.9405856,546.8795972,546.8795972,57,1.719,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,7,19,8,,,,,,,,3.9,546.8795972,550.7847693,550.7843,0.3054733,551.2289801,551.2289801,n,0.7718386,554.3898922,554.3898922,30,2.323,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,8,20,5,,,,,,,,4.6,554.3898922,558.9939979,558.9937749,0.3051602,559.4382379,559.4382379,n,1.1468768,562.2336971,562.2336971,31,1.594,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,9,21,10,,,,,,,,3.4,562.2336971,565.6337414,565.6335207,0.3050522,566.0851549,566.0851549,n,1.0465461,568.8348055,568.8348055,26,1.622,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,10,22,4,,,,,,,,4.3,568.8348055,573.1348054,573.1348342,0.3011948,573.5804134,573.5804134,m,1.5874252,578.0053323,578.0053323,53,2.78,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,2,2,2,1,11,23,11,,,,,,,,4.4,578.0053323,582.4068359,582.4065759,0.3048559,582.8508818,582.8508818,m,1.2922199,586.2184863,586.2184863,64,2.017,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,3,3,3,0,0,0,3,,,,,,,,4.9,586.2184863,591.1230366,591.1227567,0.2992166,591.565634,591.565634,m,1.2529687,595.6160743,595.6160743,65,2.71,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,3,3,3,0,1,1,0,,,,,,,,4,595.6160743,599.617068,599.6167896,0.2990002,600.0593253,600.0593253,n,0.7619653,602.4375903,602.4375903,26,1.537,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,3,3,3,0,2,2,1,,,,,,,,4.5,602.4375903,606.9377874,606.9375222,0.3048346,607.3816952,607.3816952,m,0.6854331,611.4192716,611.4192716,61,3.283,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,3,3,3,0,3,3,2,,,,,,,,4.3,611.4192716,615.7235667,615.7231754,0.3004448,616.1679649,616.1679649,n,1.0947946,619.1052096,619.1052096,33,1.789,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,3,3,3,1,0,4,2,,,,,,,,4.4,619.1052096,623.5089509,623.508649,0.3050288,623.9531908,623.9531908,n,0.6834877,626.9660039,626.9660039,21,2.267,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,3,3,3,1,1,5,0,,,,,,,,3.4,626.9660039,630.3708275,630.3705764,0.3053475,630.8222748,630.8222748,n,0.7705745,633.6634045,633.6634045,21,1.989,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,3,3,3,1,2,6,1,,,,,,,,3.7,633.6634045,637.3647794,637.3646096,0.3047733,637.8098182,637.8098182,m,1.0073937,642.4501422,642.4501422,60,3.566,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,3,3,3,1,3,7,3,,,,,,,,3.2,642.4501422,645.6507491,645.6505949,0.3052781,646.0988374,646.0988374,m,0.7377479,648.9708914,648.9708914,68,2.06,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,0,0,11,,,,,,,,3.4,648.9708914,652.3741301,652.3736397,0.301525,652.8179587,652.8179587,n,0.6388117,654.9141639,654.9141639,33,1.392,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
